Datetime,Area ID,Area Boss,Remain Count,Capture Type,Capture Status,Sangvis ID,Sangvis Rank,Sangvis Name
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,59,SVAROG,O,3007,?,Scout
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,58,SVAROG,O,3001,?,Ripper
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,57,SVAROG,O,3007,?,Scout
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,56,SVAROG,O,3005,?,Striker
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,55,SVAROG,O,3010,?,Goliath Factory
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,54,SVAROG,O,3005,?,Striker
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,53,SVAROG,O,3010,?,Goliath Factory
2022-12-20 12:26:37,30,Destroyer - Dashing Reindeer,52,SVAROG,O,3005,?,Striker
2022-12-20 12:26:43,30,Destroyer - Dashing Reindeer,51,SVAROG,O,3004,?,Jaeger
2022-12-20 12:26:46,30,Destroyer - Dashing Reindeer,50,SVAROG,O,3004,?,Jaeger
2022-12-20 12:26:51,30,Destroyer - Dashing Reindeer,49,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 12:26:54,30,Destroyer - Dashing Reindeer,48,PULSE,O,3010,?,Goliath Factory
2022-12-20 12:27:05,30,Destroyer - Dashing Reindeer,47,PULSE,O,3010,?,Goliath Factory
2022-12-20 12:27:21,30,Destroyer - Dashing Reindeer,46,SVAROG,O,2003,??,Aegis
2022-12-20 12:27:24,30,Destroyer - Dashing Reindeer,45,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 12:27:27,30,Destroyer - Dashing Reindeer,44,SVAROG,O,2016,??,Gingerbread Guard
2022-12-20 12:27:32,30,Destroyer - Dashing Reindeer,43,PULSE,O,1017,???,Destroyer - Dashing Reindeer
2022-12-20 12:28:19,30,Destroyer - Dashing Reindeer,99,PULSE,O,3010,?,Goliath Factory
2022-12-20 12:28:27,30,Destroyer - Dashing Reindeer,98,PULSE,O,3005,?,Striker
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,97,SVAROG,O,2006,??,Manticore
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,96,SVAROG,O,3004,?,Jaeger
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,95,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,94,SVAROG,O,3003,?,Guard
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,93,SVAROG,O,3001,?,Ripper
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,92,SVAROG,O,3009,?,Jaguar
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,91,SVAROG,O,3006,?,Dinergate
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,90,SVAROG,O,3001,?,Ripper
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,89,SVAROG,O,2016,??,Gingerbread Guard
2022-12-20 12:28:36,30,Destroyer - Dashing Reindeer,88,SVAROG,O,3010,?,Goliath Factory
2022-12-20 12:28:42,30,Destroyer - Dashing Reindeer,87,PULSE,O,3008,?,Prowler
2022-12-20 12:28:50,30,Destroyer - Dashing Reindeer,86,PULSE,O,3010,?,Goliath Factory
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,85,SVAROG,O,3001,?,Ripper
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,84,SVAROG,O,3008,?,Prowler
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,83,SVAROG,O,3001,?,Ripper
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,82,SVAROG,O,3008,?,Prowler
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,81,SVAROG,O,3001,?,Ripper
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,80,SVAROG,O,2005,??,Tarantula
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,79,SVAROG,O,3008,?,Prowler
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,78,SVAROG,O,3002,?,Vespid
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,77,SVAROG,O,3002,?,Vespid
2022-12-20 12:29:00,30,Destroyer - Dashing Reindeer,76,SVAROG,O,3004,?,Jaeger
2022-12-20 12:30:03,30,Destroyer - Dashing Reindeer,75,PULSE,O,3006,?,Dinergate
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,74,SVAROG,O,3009,?,Jaguar
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,73,SVAROG,O,3003,?,Guard
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,72,SVAROG,O,3005,?,Striker
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,71,SVAROG,O,3009,?,Jaguar
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,70,SVAROG,O,2004,??,Nemeum
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,69,SVAROG,O,1017,???,Destroyer - Dashing Reindeer
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,68,SVAROG,O,3006,?,Dinergate
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,67,SVAROG,O,3005,?,Striker
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,66,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 12:30:14,30,Destroyer - Dashing Reindeer,65,SVAROG,O,2002,??,Dragoon
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,99,SVAROG,O,3009,?,Jaguar
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,98,SVAROG,O,3007,?,Scout
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,97,SVAROG,O,3010,?,Goliath Factory
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,96,SVAROG,O,2003,??,Aegis
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,95,SVAROG,O,2002,??,Dragoon
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,94,SVAROG,O,3006,?,Dinergate
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,93,SVAROG,O,2004,??,Nemeum
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,92,SVAROG,O,3005,?,Striker
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,91,SVAROG,O,3008,?,Prowler
2022-12-20 12:30:37,30,Destroyer - Dashing Reindeer,90,SVAROG,O,3010,?,Goliath Factory
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,89,SVAROG,O,2003,??,Aegis
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,88,SVAROG,O,2005,??,Tarantula
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,87,SVAROG,O,2016,??,Gingerbread Guard
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,86,SVAROG,O,3006,?,Dinergate
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,85,SVAROG,O,3004,?,Jaeger
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,84,SVAROG,O,2016,??,Gingerbread Guard
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,83,SVAROG,O,3007,?,Scout
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,82,SVAROG,O,2006,??,Manticore
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,81,SVAROG,O,3005,?,Striker
2022-12-20 12:30:44,30,Destroyer - Dashing Reindeer,80,SVAROG,O,3005,?,Striker
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,79,SVAROG,O,3004,?,Jaeger
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,78,SVAROG,O,3004,?,Jaeger
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,77,SVAROG,O,3008,?,Prowler
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,76,SVAROG,O,3007,?,Scout
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,75,SVAROG,O,2004,??,Nemeum
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,74,SVAROG,O,3006,?,Dinergate
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,73,SVAROG,O,3004,?,Jaeger
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,72,SVAROG,O,3007,?,Scout
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,71,SVAROG,O,3010,?,Goliath Factory
2022-12-20 12:30:50,30,Destroyer - Dashing Reindeer,70,SVAROG,O,3007,?,Scout
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,69,SVAROG,O,2005,??,Tarantula
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,68,SVAROG,O,3006,?,Dinergate
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,67,SVAROG,O,3004,?,Jaeger
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,66,SVAROG,O,3008,?,Prowler
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,65,SVAROG,O,3003,?,Guard
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,64,SVAROG,O,3009,?,Jaguar
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,63,SVAROG,O,2004,??,Nemeum
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,62,SVAROG,O,3002,?,Vespid
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,61,SVAROG,O,2005,??,Tarantula
2022-12-20 12:30:55,30,Destroyer - Dashing Reindeer,60,SVAROG,O,3002,?,Vespid
2022-12-20 12:32:16,30,Destroyer - Dashing Reindeer,59,SVAROG,O,3001,?,Ripper
2022-12-20 23:18:10,30,Destroyer - Dashing Reindeer,52,SVAROG,O,3010,?,Goliath Factory
2022-12-20 23:18:14,30,Destroyer - Dashing Reindeer,51,SVAROG,O,3002,?,Vespid
2022-12-20 23:18:18,30,Destroyer - Dashing Reindeer,50,SVAROG,O,2005,??,Tarantula
2022-12-20 23:18:22,30,Destroyer - Dashing Reindeer,49,SVAROG,O,3001,?,Ripper
2022-12-20 23:18:25,30,Destroyer - Dashing Reindeer,48,SVAROG,O,3002,?,Vespid
2022-12-20 23:18:29,30,Destroyer - Dashing Reindeer,47,SVAROG,O,2004,??,Nemeum
2022-12-20 23:18:34,30,Destroyer - Dashing Reindeer,46,PULSE,O,3007,?,Scout
2022-12-20 23:18:44,30,Destroyer - Dashing Reindeer,45,PULSE,O,3003,?,Guard
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,44,SVAROG,O,3001,?,Ripper
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,43,SVAROG,O,1017,???,Destroyer - Dashing Reindeer
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,42,SVAROG,O,2006,??,Manticore
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,41,SVAROG,O,3003,?,Guard
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,40,SVAROG,O,3006,?,Dinergate
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,39,SVAROG,O,3006,?,Dinergate
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,38,SVAROG,O,3005,?,Striker
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,37,SVAROG,O,2006,??,Manticore
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,36,SVAROG,O,2003,??,Aegis
2022-12-20 23:18:52,30,Destroyer - Dashing Reindeer,35,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,99,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,98,SVAROG,O,3003,?,Guard
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,97,SVAROG,O,3006,?,Dinergate
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,96,SVAROG,O,2004,??,Nemeum
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,95,SVAROG,O,3009,?,Jaguar
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,94,SVAROG,O,2005,??,Tarantula
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,93,SVAROG,O,2016,??,Gingerbread Guard
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,92,SVAROG,O,3007,?,Scout
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,91,SVAROG,O,3001,?,Ripper
2022-12-20 23:19:43,30,Destroyer - Dashing Reindeer,90,SVAROG,O,3001,?,Ripper
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,89,SVAROG,O,3002,?,Vespid
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,88,SVAROG,O,3005,?,Striker
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,87,SVAROG,O,2004,??,Nemeum
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,86,SVAROG,O,3003,?,Guard
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,85,SVAROG,O,3004,?,Jaeger
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,84,SVAROG,O,3009,?,Jaguar
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,83,SVAROG,O,2005,??,Tarantula
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,82,SVAROG,O,2016,??,Gingerbread Guard
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,81,SVAROG,O,2006,??,Manticore
2022-12-20 23:19:49,30,Destroyer - Dashing Reindeer,80,SVAROG,O,3008,?,Prowler
2022-12-20 23:19:55,30,Destroyer - Dashing Reindeer,79,SVAROG,O,3001,?,Ripper
2022-12-20 23:19:55,30,Destroyer - Dashing Reindeer,78,SVAROG,O,3007,?,Scout
2022-12-20 23:19:55,30,Destroyer - Dashing Reindeer,77,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 23:19:55,30,Destroyer - Dashing Reindeer,76,SVAROG,O,2006,??,Manticore
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,75,SVAROG,O,2002,??,Dragoon
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,74,SVAROG,O,2006,??,Manticore
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,73,SVAROG,O,3010,?,Goliath Factory
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,72,SVAROG,O,2008,??,Guard_SWAP
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,71,SVAROG,O,3008,?,Prowler
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,70,SVAROG,O,1017,???,Destroyer - Dashing Reindeer
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,69,SVAROG,O,3004,?,Jaeger
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,68,SVAROG,O,2006,??,Manticore
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,67,SVAROG,O,3002,?,Vespid
2022-12-20 23:21:01,30,Destroyer - Dashing Reindeer,66,SVAROG,O,3004,?,Jaeger
2022-12-21 12:10:05,21,Ouroboros,90,PULSE,O,2005,??,Tarantula
2022-12-22 10:46:45,21,Ouroboros,89,PULSE,O,3007,?,Scout
2022-12-22 10:46:54,21,Ouroboros,88,PULSE,O,3001,?,Ripper
2022-12-23 10:43:50,21,Ouroboros,87,PULSE,O,3004,?,Jaeger
2022-12-23 10:44:00,21,Ouroboros,86,PULSE,O,3008,?,Prowler
2022-12-24 10:42:26,21,Ouroboros,85,PULSE,O,3010,?,Goliath Factory
2022-12-24 10:42:42,21,Ouroboros,84,PULSE,O,3004,?,Jaeger
2022-12-25 11:10:36,21,Ouroboros,82,PULSE,O,3010,?,Goliath Factory
